Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV,SUM,Percent,P12,C2,Pm3,C4,C5,C6,C7,P1,P10,P11,C1,PC13,P14,P2,Pc14,Pc8,P5,PC11,P7,Pm14,Pc10,P9,P6,Pm10,PC14,Pm11,PC2,P4,PC9,c10,c11,c12,Pm15,c14,c15,c8,c9,pc13,pc15,pm12,pm13,p8,c13,pm2,c3,pm4,pm5,pm6,pm7,pm8,pm9
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Didymella,s__Didymella_rosea,ASV68,445,0.000254350828098,0,0,0,65,0,0,0,10,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Isaria,s__Isaria_cicadae,ASV986,173,9.88824567661E-5,0,0,132,0,0,0,0,9,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Schizophyllaceae,g__Schizophyllum,s__unclassified_g__Schizophyllum,ASV987,9,5.14417405141E-6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Albifimbria,s__Albifimbria_verrucaria,ASV136,824,0.000470977713152,12,0,0,0,0,0,0,9,0,23,0,0,0,0,123,0,53,0,0,138,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Apiotrichum,s__unclassified_g__Apiotrichum,ASV166,2273,0.00129918973543,0,0,63,20,0,0,0,9,21,15,0,95,0,79,87,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0,130,0,423,0,0,0,0,203,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Phaffomycetaceae,g__Cyberlindnera,s__Cyberlindnera_fabianii,ASV518,371,0.000212054285897,0,50,0,14,0,0,2,8,30,0,0,57,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,174,0,0,0,0,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__Archaeorhizomyces_sp,ASV988,8,4.57259915681E-6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Botryosphaeria,s__unclassified_g__Botryosphaeria,ASV105,3633,0.00207653159209,0,0,156,475,545,411,114,6,2,46,0,19,0,0,0,0,85,88,9,56,3,3,0,0,0,10,0,52,103,5,2,11,329,0,0,0,0,0,316,93,0,0,0,103,0,0,37,495,59,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Diutina,s__Diutina_catenulata,ASV16,7806,0.00446171362726,102,49,171,0,65,7,0,6,38,0,0,7,38,0,192,0,421,116,0,258,0,52,378,19,33,0,109,633,467,39,418,45,332,0,270,91,135,68,423,607,966,0,0,395,91,0,99,150,0,226,290
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_simplicissimum,ASV456,400,0.000228629957841,18,66,127,6,0,0,32,6,11,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusicolla,s__unclassified_g__Fusicolla,ASV989,82,4.68691413573E-5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__unclassified_f__Clavicipitaceae,s__unclassified_f__Clavicipitaceae,ASV117,579,0.000330941863974,0,0,0,14,0,0,0,5,29,39,0,0,68,0,0,0,0,153,149,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Pseudogymnoascus,s__Pseudogymnoascus_sp,ASV990,5,2.85787447301E-6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__unclassified_g__Cladosporium,ASV991,1182,0.000675601525419,0,374,0,21,0,0,41,5,133,0,61,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,67,156,0,0,0,0,0,0,0,0,0,0,0,200,0,0
d__Eukaryota,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__unclassified_o__Paraglomerales,g__unclassified_o__Paraglomerales,s__Paraglomerales_sp,ASV992,4,2.28629957841E-6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_penicillioides,ASV360,3870,0.00221199484211,82,0,86,232,0,72,333,4,56,0,0,0,0,0,0,82,0,0,0,154,0,37,0,4,0,0,0,0,0,55,163,81,0,0,122,59,200,0,0,325,352,287,688,107,30,179,0,0,0,0,80
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Teichosporaceae,g__Teichospora,s__Teichospora_sp,ASV993,3,1.7147246838E-6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_oxalicum,ASV994,115,6.57311128792E-5,0,0,0,0,0,0,41,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_digitatum,ASV415,929,0.000530993077085,333,54,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,105,89,141,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,60
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Apiotrichum,s__unclassified_g__Apiotrichum,ASV5,16129,0.00921893147503,194,148,0,87,665,237,147,0,770,0,0,450,0,79,562,398,0,845,0,372,350,1322,661,108,1005,468,775,209,531,248,0,0,0,0,285,183,790,425,271,402,562,354,0,308,323,0,0,0,449,275,871
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__Cladosporium_halotolerans,ASV345,20754,0.0118624653626,37,245,690,411,0,119,218,0,0,0,613,31,87,25,443,856,605,0,0,0,0,242,205,0,0,67,0,0,0,157,315,92,0,789,776,272,20,37,488,509,865,2556,3631,1240,94,1517,596,0,763,508,635
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Rhinocladiella,s__Rhinocladiella_sp,ASV792,526,0.00030064839456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__unclassified_f__Didymellaceae,s__unclassified_f__Didymellaceae,ASV20,6285,0.00359234821257,25,50,67,0,0,73,33,0,1225,7,0,0,92,232,176,0,314,0,0,83,0,0,462,49,21,0,0,167,340,239,128,70,0,183,0,88,393,255,454,0,0,139,0,0,167,0,0,32,75,166,480
d__Eukaryota,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetaceae,g__Kazachstania,s__Kazachstania_humilis,ASV324,514,0.000293789495825,21,0,0,10,0,0,0,0,0,2,0,0,25,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,294
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Cutaneotrichosporon,s__Cutaneotrichosporon_sp,ASV422,4423,0.00252807575882,113,103,440,39,0,0,159,0,0,0,0,0,0,0,316,0,0,0,0,282,0,229,0,43,0,206,0,0,174,0,0,35,0,0,55,198,0,0,592,0,0,749,0,412,0,0,0,0,0,0,278
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__unclassified_g__Fusarium,ASV793,271,0.000154896796437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Tausonia,s__Tausonia_sp,ASV73,2468,0.00141064683988,35,156,0,0,0,0,0,0,62,230,0,0,0,0,0,353,221,0,0,0,0,0,0,38,0,0,0,0,0,174,0,0,0,0,498,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,243
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Agaricostilbaceae,g__Sterigmatomyces,s__unclassified_g__Sterigmatomyces,ASV794,293,0.000167471444118,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Apiotrichum,s__Apiotrichum_montevideense,ASV795,226,0.00012917592618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__unclassified_f__Microascaceae,s__unclassified_f__Microascaceae,ASV106,15682,0.00896343749714,0,0,0,6881,4886,1995,1144,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,123,0,0,0,0,0,0,0,0,0,83,0,0,0,102,0,225
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__unclassified_g__Cladosporium,ASV24,16652,0.00951786514491,564,101,361,224,476,449,349,0,102,3856,710,0,591,44,0,1383,99,308,446,527,69,0,332,43,18,161,0,0,290,0,109,93,0,1280,0,366,280,26,0,572,434,1163,177,0,27,0,188,138,103,0,193
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusicolla,s__Fusicolla_acetilerea,ASV53,2917,0.00166728396755,67,0,0,9,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,132,0,0,154,0,0,120,832,0,0,121,0,0,0,0,0,0,0,0,222,0,0,0,0,0,39,0,0,636,88,274,182
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,s__unclassified_g__Colletotrichum,ASV512,205,0.000117172853393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,176
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__Cladosporium_dominicanum,ASV189,5853,0.0033454278581,647,0,0,0,0,0,32,0,0,12,0,226,0,60,0,0,184,192,0,0,0,1487,0,0,0,0,0,0,1529,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,175
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_citrinum,ASV46,1820,0.00104026630817,0,0,0,18,0,43,0,0,0,2,0,0,0,0,0,0,0,218,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,402,264,0,0,255,223,161,0,0,172
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_javanicum,ASV796,279,0.000159469395594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,171
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Phaeomycocentrospora,s__Phaeomycocentrospora_cantuariensis,ASV204,326,0.00018633341564,0,0,0,56,0,93,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
d__Eukaryota,k__Fungi,p__Rozellomycota,c__unclassified_p__Rozellomycota,o__unclassified_p__Rozellomycota,f__unclassified_p__Rozellomycota,g__unclassified_p__Rozellomycota,s__Rozellomycota_sp,ASV797,1036,0.000592151590807,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,95,111,0,46,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,166
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Wallemiomycetes,o__Wallemiales,f__Wallemiaceae,g__Wallemia,s__unclassified_g__Wallemia,ASV157,9498,0.00542881834893,95,3543,0,264,0,102,327,0,0,17,0,0,0,0,110,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,217,76,722,0,0,90,326,194,0,591,182,0,0,1574,561,0,0,0,195,0,162
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,g__Sagenomella,s__Sagenomella_keratitidis,ASV471,426,0.0002434909051,4,0,0,0,0,0,0,0,71,0,0,0,0,0,55,0,0,0,0,0,0,76,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,s__Cystobasidium_calyptogenae,ASV798,153,8.7450958874E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora,s__Cyphellophora_fusarioides,ASV799,148,8.4593084401E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Fomes,s__Fomes_meliae,ASV800,148,8.4593084401E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__Paraphoma_radicina,ASV801,143,8.1735209928E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__unclassified_g__Fusarium,ASV802,139,7.94489103496E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Mycocentrospora,s__Mycocentrospora_sp,ASV803,135,7.71626107712E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Coriolaceae,g__Trametes,s__Trametes_hirsuta,ASV804,117,6.68742626684E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
d__Eukaryota,k__Fungi,p__Rozellomycota,c__unclassified_p__Rozellomycota,o__unclassified_p__Rozellomycota,f__unclassified_p__Rozellomycota,g__unclassified_p__Rozellomycota,s__Rozellomycota_sp,ASV213,1316,0.000752192561296,69,0,0,26,0,0,0,0,60,8,467,80,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,104
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_rolfsii,ASV709,1227,0.000701322395676,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,9,0,0,4,0,0,0,14,0,0,86,0,0,53,0,96
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__unclassified_f__Cladosporiaceae,s__unclassified_f__Cladosporiaceae,ASV74,2843,0.00162498742535,0,0,0,0,0,49,0,0,0,226,54,0,0,0,0,611,0,0,0,0,0,0,0,0,0,51,0,744,0,0,0,0,0,0,211,0,0,0,0,0,0,0,60,0,142,0,0,601,0,0,94
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_lecanii-corni,ASV10,1156,0.000660740578159,30,0,0,14,0,66,0,0,0,0,0,0,0,0,169,0,0,0,0,0,2,0,0,5,155,35,0,0,97,0,0,74,0,0,173,0,0,0,50,0,0,197,0,0,0,0,0,0,0,0,89
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Sarocladium,s__Sarocladium_implicatum,ASV805,85,4.85838660411E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__unclassified_g__Aspergillus,ASV806,79,4.51544166735E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,g__Talaromyces,s__Talaromyces_erythromellis,ASV807,77,4.40112668843E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_parasiticus,ASV808,74,4.22965422005E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,g__Fomitopsis,s__Fomitopsis_subtropica,ASV809,73,4.17249673059E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
d__Eukaryota,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Pseudogymnoascus,s__Pseudogymnoascus_sp,ASV121,10788,0.00616614996296,0,0,0,1922,5951,2019,362,0,0,36,0,0,0,0,0,0,0,15,0,124,40,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,32,0,0,4,0,137,0,0,0,0,0,37,0,0,59
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Agaricostilbaceae,g__Sterigmatomyces,s__unclassified_g__Sterigmatomyces,ASV810,53,3.02934694139E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
d__Eukaryota,k__Fungi,p__unclassified_k__Fungi,c__unclassified_k__Fungi,o__unclassified_k__Fungi,f__unclassified_k__Fungi,g__unclassified_k__Fungi,s__unclassified_k__Fungi,ASV35,8470,0.00484123935728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,28,0,108,4,0,170,0,45,35,56,512,109,0,7230,14,27,9,39,0,51
d__Eukaryota,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__unclassified_g__Candida,ASV811,50,2.85787447301E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__unclassified_g__Cladosporium,ASV483,196,0.000112028679342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Alfaria,s__unclassified_g__Alfaria,ASV812,45,2.57208702571E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
d__Eukaryota,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Aureobasidiaceae,g__Aureobasidium,s__Aureobasidium_proteae,ASV498,565,0.00032293981545,0,0,0,51,0,0,5,0,0,0,0,0,0,0,0,0,0,30,0,151,85,0,0,0,0,0,0,0,0,22,48,0,0,0,0,0,0,0,15,0,0,0,30,8,5,72,0,0,0,0,43
d__Eukaryota,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__unclassified_g__Trichoderma,ASV813,39,2.22914208895E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
d__Eukaryota,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__unclassified_g__Aspergillus,ASV814,25,1.4289372365E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,s__unclassified_g__Malassezia,ASV389,8663,0.00495155331193,5,347,844,142,38,32,89,0,48,0,0,192,0,0,55,20,1040,11,12,0,0,38,5,6,0,0,0,0,536,0,167,52,0,121,209,47,41,9,118,123,0,399,2986,68,73,152,97,30,366,121,24
d__Eukaryota,k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,s__Malassezia_sympodialis,ASV393,865,0.00049441228383,0,0,0,12,304,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,28,0,0,59,9,0,40,282,2,50,0,3,0,7,0,12
