Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV,SUM,Percent,C1,C2,C4,C5,C6,C7,P1,P11,P12,P13,P14,P15,P2,P3,P4,P6,P7,P8,PC1,PC10,PC11,PC12,PC13,PC14,PC15,PC2,PC3,PC4,PC5,PC6,PC9,c10,c11,c12,c13,c14,c15,c8,c9,pm1,pm11,pm12,pm13,pm14,pm15,pm2,pm3,pm4,pm5,pm6,pm7,pm8,pm9
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV285,281,0.000244891912031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__unclassified_g__Methanobrevibacter,ASV633,1931,0.00168286933143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,701,0,144,0,0,844,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV634,191,0.000166456780064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV635,167,0.000145540744872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV636,137,0.000119395700883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Hadarchaeota,c__Hadarchaeia,o__norank_c__Hadarchaeia,f__Hadarchaeales,g__norank_f__Hadarchaeales,s__uncultured_archaeon_g__norank_f__Hadarchaeales,ASV637,136,0.000118524199417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Halobacterota,c__Methanosarcinia,o__Methanosarciniales,f__Methanoperedenaceae,g__Candidatus_Methanoperedens,s__unclassified_g__Candidatus_Methanoperedens,ASV638,134,0.000116781196484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrosotaleales,f__Nitrosotaleaceae,g__Candidatus_Nitrosotalea,s__uncultured_archaeon_g__Candidatus_Nitrosotalea,ASV639,125,0.000108937683288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Halobacterota,c__Methanosarcinia,o__Methanosarciniales,f__Methanosaetaceae,g__Methanosaeta,s__unclassified_g__Methanosaeta,ASV447,222,0.000193473325519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,66,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_oralis,ASV640,103,8.9764651029E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__unclassified_g__Methanobrevibacter,ASV641,70,6.10051026411E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus_Nitrososphaera,s__unidentified_archaeon_g__Candidatus_Nitrososphaera,ASV642,56,4.88040821129E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__uncultured_archaeon_g__norank_f__norank_o__Woesearchaeales,ASV643,46,4.00890674499E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV644,45,3.92175659836E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV645,43,3.7474563051E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__unclassified_g__Methanobrevibacter,ASV646,39,3.39885571857E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV647,34,2.96310498542E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Euryarchaeota,c__Thermococci,o__Methanofastidiosales,f__norank_o__Methanofastidiosales,g__norank_f__norank_o__Methanofastidiosales,s__uncultured_archaeon_g__norank_f__norank_o__Methanofastidiosales,ASV648,28,2.44020410564E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV649,20,1.7430029326E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV650,15,1.30725219945E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV651,14,1.22010205282E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Aenigmarchaeota,c__Deep_Sea_Euryarchaeotic_GroupDSEG,o__norank_c__Deep_Sea_Euryarchaeotic_GroupDSEG,f__norank_o__norank_c__Deep_Sea_Euryarchaeotic_GroupDSEG,g__norank_f__norank_o__norank_c__Deep_Sea_Euryarchaeotic_GroupDSEG,s__uncultured_archaeon_g__norank_f__norank_o__norank,ASV289,20,1.7430029326E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV652,12,1.04580175956E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV653,11,9.58651612931E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV654,10,8.71501466301E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV655,7,6.10051026411E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Euryarchaeota,c__Thermococci,o__unclassified_c__Thermococci,f__unclassified_c__Thermococci,g__unclassified_c__Thermococci,s__unclassified_c__Thermococci,ASV656,6,5.22900879781E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV657,6,5.22900879781E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV658,5,4.35750733151E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV659,5,4.35750733151E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV660,3,2.6145043989E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV661,3,2.6145043989E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV662,2,1.7430029326E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV663,2,1.7430029326E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV816,6076,0.00529524290925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV817,2115,0.00184322560123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV106,2154,0.00187721415841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV818,51,4.44465747814E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV819,46,4.00890674499E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus_Nitrososphaera,s__unclassified_g__Candidatus_Nitrososphaera,ASV204,64,5.57760938433E-5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__unclassified_f__Nitrososphaeraceae,s__unclassified_f__Nitrososphaeraceae,ASV820,34,2.96310498542E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Candidatus_Nitrosopumilus,s__uncultured_crenarchaeote_g__Candidatus_Nitrosopumilus,ASV821,31,2.70165454553E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV822,30,2.6145043989E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV823,27,2.35305395901E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV825,26,2.26590381238E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV826,25,2.17875366575E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV827,25,2.17875366575E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__unclassified_f__Nitrosopumilaceae,s__unclassified_f__Nitrosopumilaceae,ASV828,25,2.17875366575E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV829,24,2.09160351912E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__uncultured_archaeon_g__norank_f__Nitrososphaeraceae,ASV830,24,2.09160351912E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Candidatus_Nitrosopumilus,s__unclassified_g__Candidatus_Nitrosopumilus,ASV831,23,2.00445337249E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV832,20,1.7430029326E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__norank_c__Bathyarchaeia,f__norank_o__norank_c__Bathyarchaeia,g__norank_f__norank_o__norank_c__Bathyarchaeia,s__unclassified_g__norank_f__norank_o__norank_c__Bathyarchaeia,ASV833,12,1.04580175956E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__uncultured_archaeon_g__norank_f__norank_o__Woesearchaeales,ASV834,9,7.84351319671E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV2,439,0.000382589143706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV3,302,0.000263193442823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
