Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV,SUM,Percent,C1,C2,C4,C5,C6,C7,P1,P11,P12,P13,P14,P15,P2,P3,P4,P6,P7,P8,PC1,PC10,PC11,PC12,PC13,PC14,PC15,PC2,PC3,PC4,PC5,PC6,PC9,c10,c11,c12,c13,c14,c15,c8,c9,pm1,pm11,pm12,pm13,pm14,pm15,pm2,pm3,pm4,pm5,pm6,pm7,pm8,pm9
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV1059,2,1.7430029326E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_oralis,ASV183,96661,0.0842402032341,4666,18681,0,0,0,0,0,97,0,9337,0,14556,14184,0,0,8126,49,195,0,7572,0,1685,6751,1935,8827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Candidatus_Methanomethylophilus,s__unclassified_g__Candidatus_Methanomethylophilus,ASV442,11260,0.00981310651055,7581,228,0,0,0,0,0,0,0,0,0,809,0,0,0,2428,0,0,0,0,0,0,139,15,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__unclassified_g__Methanobrevibacter,ASV291,6042,0.00526561185939,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,4639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV623,243,0.000211774856311,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV624,16,1.39440234608E-5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV217,4190,0.0036515911438,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3712,5,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV625,30,2.6145043989E-5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Aenigmarchaeota,c__unclassified_p__Aenigmarchaeota,o__unclassified_p__Aenigmarchaeota,f__unclassified_p__Aenigmarchaeota,g__unclassified_p__Aenigmarchaeota,s__unclassified_p__Aenigmarchaeota,ASV626,2,1.7430029326E-6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV145,565,0.00049239832846,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,3,0,41,0,0,0,0,0,0,0,0,28,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV529,76,6.62341114389E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV887,6,5.22900879781E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV888,3,2.6145043989E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV376,5,4.35750733151E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Marine_Benthic_Group_A,f__norank_o__Marine_Benthic_Group_A,g__norank_f__norank_o__Marine_Benthic_Group_A,s__uncultured_archaeon_g__norank_f__norank_o__Marine_Benthic_Group_A,ASV464,883,0.000769535794744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__norank_f__Nitrosopumilaceae,s__unclassified_g__norank_f__Nitrosopumilaceae,ASV465,812,0.000707659190637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812
d__Archaea,k__norank_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__unclassified_g__Methanobrevibacter,ASV132,10034,0.00874464571287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2738,284,0,294,907,0,119,308,0,4604,0,16,0,0,0,764
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV466,625,0.000544688416438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV467,465,0.00040524818183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus_Nitrososphaera,s__unclassified_g__Candidatus_Nitrososphaera,ASV297,600,0.000522900879781,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Candidatus_Nitrosopumilus,s__unclassified_g__Candidatus_Nitrosopumilus,ASV468,439,0.000382589143706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV469,413,0.000359930105582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV161,414,0.000360801607049,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,7,0,38,0,0,0,0,0,0,0,0,0,0,0,343
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV470,229,0.000199573835783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV471,146,0.00012723921408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV472,71,6.18766041074E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV473,22,1.91730322586E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV474,12,1.04580175956E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV475,10,8.71501466301E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV476,6,5.22900879781E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV477,2,1.7430029326E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV392,284,0.00024750641643,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank_f__Nitrososphaeraceae,s__unclassified_g__norank_f__Nitrososphaeraceae,ASV337,802,0.000698944175974,0,0,0,0,0,43,0,62,0,416,218,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus_Nitrososphaera,s__unclassified_g__Candidatus_Nitrososphaera,ASV94,6231,0.00543032563652,0,0,0,0,0,0,0,0,0,369,218,0,0,0,0,0,0,0,64,0,0,0,0,0,0,18,5562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV393,187,0.000162970774198,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Aenigmarchaeota,c__unclassified_p__Aenigmarchaeota,o__unclassified_p__Aenigmarchaeota,f__unclassified_p__Aenigmarchaeota,g__unclassified_p__Aenigmarchaeota,s__unclassified_p__Aenigmarchaeota,ASV394,144,0.000125496211147,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV395,125,0.000108937683288,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV396,88,7.66921290345E-5,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV397,49,4.27035718488E-5,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV398,41,3.57315601183E-5,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV399,40,3.4860058652E-5,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Halobacterota,c__Methanocellia,o__Methanocellales,f__Methanocellaceae,g__Methanocella,s__uncultured_archaeon_g__Methanocella,ASV400,35,3.05025513205E-5,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV401,28,2.44020410564E-5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Aenigmarchaeota,c__unclassified_p__Aenigmarchaeota,o__unclassified_p__Aenigmarchaeota,f__unclassified_p__Aenigmarchaeota,g__unclassified_p__Aenigmarchaeota,s__unclassified_p__Aenigmarchaeota,ASV402,26,2.26590381238E-5,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV403,21,1.83015307923E-5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Aenigmarchaeota,c__Deep_Sea_Euryarchaeotic_GroupDSEG,o__norank_c__Deep_Sea_Euryarchaeotic_GroupDSEG,f__norank_o__norank_c__Deep_Sea_Euryarchaeotic_GroupDSEG,g__norank_f__norank_o__norank_c__Deep_Sea_Euryarchaeotic_GroupDSEG,s__uncultured_archaeon_g__norank_f__norank_o__norank,ASV404,19,1.65585278597E-5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Aenigmarchaeota,c__unclassified_p__Aenigmarchaeota,o__unclassified_p__Aenigmarchaeota,f__unclassified_p__Aenigmarchaeota,g__unclassified_p__Aenigmarchaeota,s__unclassified_p__Aenigmarchaeota,ASV80,391,0.000340757073324,0,0,15,0,17,119,0,16,0,0,19,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,141,0,0,0,15,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV405,15,1.30725219945E-5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Euryarchaeota,c__Thermococci,o__Methanofastidiosales,f__norank_o__Methanofastidiosales,g__norank_f__norank_o__Methanofastidiosales,s__uncultured_archaeon_g__norank_f__norank_o__Methanofastidiosales,ASV89,86,7.49491261019E-5,0,0,0,0,6,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,34,16,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV406,12,1.04580175956E-5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__norank_o__Woesearchaeales,g__norank_f__norank_o__Woesearchaeales,s__unclassified_g__norank_f__norank_o__Woesearchaeales,ASV407,12,1.04580175956E-5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Aenigmarchaeota,c__unclassified_p__Aenigmarchaeota,o__unclassified_p__Aenigmarchaeota,f__unclassified_p__Aenigmarchaeota,g__unclassified_p__Aenigmarchaeota,s__unclassified_p__Aenigmarchaeota,ASV408,11,9.58651612931E-6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV409,10,8.71501466301E-6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__unclassified_k__norank_d__Archaea,c__unclassified_k__norank_d__Archaea,o__unclassified_k__norank_d__Archaea,f__unclassified_k__norank_d__Archaea,g__unclassified_k__norank_d__Archaea,s__unclassified_k__norank_d__Archaea,ASV410,8,6.97201173041E-6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea,k__norank_d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_sp._M0H,ASV411,7,6.10051026411E-6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
